item_id,restaurant,name,calories,fat_g,carbohydrates_g,protein_g,sodium_mg,cholesterol_mg,fiber_g,restaurant_id
3104,Subway,6 INCH BIG CHEESY,390,17,43,18,980,45,4,18
3105,Subway,6 INCH BLACK FOREST HAM,290,4,46,18,800,25,5,18
3106,Subway,"6 INCH BLACK FOREST HAM, EGG & CHEESE",400,14,45,24,1150,185,4,18
3107,Subway,"6 INCH BLACK FOREST HAM, EGG & CHEESE FÉ",410,16,44,23,1210,185,4,18
3108,Subway,"6 INCH BLACK FOREST HAM, EGG WHITE & CHÉ",360,9,45,25,1180,25,4,18
3109,Subway,"6 INCH BLACK FOREST HAM, EGG WHITE & CHÉ",370,11,44,25,1250,25,4,18
3110,Subway,6 INCH BREAKFAST B.M.T,500,23,47,29,1630,205,5,18
3111,Subway,6 INCH BREAKFAST B.M.T FLATBREAD,520,25,46,28,1690,205,5,18
3112,Subway,6 INCH BREAKFAST B.M.T FLATBREAD WITH EÉ,480,20,46,30,1730,45,4,18
3113,Subway,6 INCH BREAKFAST B.M.T WITH EGG WHITE,470,17,47,30,1670,45,5,18
3114,Subway,6 INCH BUFFALO CHICKEN ROTISSERIE-STYLE,460,17,47,29,1270,60,6,18
3115,Subway,6 INCH BUFFALO CHICKEN WITH CHICKEN STRÉ,420,16,46,25,1100,55,6,18
3116,Subway,6 INCH CAESAR CHICKEN MELT WITH CHICKENÉ,490,22,46,29,800,75,5,18
3117,Subway,6 INCH CHICKEN & BACON RANCH MELT,610,30,47,38,1290,95,5,18
3118,Subway,6 INCH CHICKEN CAESAR MELT ROTISSERIE SÉ,520,24,46,34,1010,75,5,18
3119,Subway,6 INCH CHICKEN PARMESAN,480,16,63,24,1000,35,6,18
3120,Subway,6 INCH CHICKEN PIZZIOLA MELT,460,15,50,32,1140,80,6,18
3121,Subway,6 INCH CHICKEN SALAD,370,10,51,19,660,45,6,18
3122,Subway,6 INCH CHICKEN STRIPS,310,4,44,25,490,50,5,18
3123,Subway,6 INCH COLD CUT COMBO,360,12,46,17,1030,45,5,18
3124,Subway,6 INCH CORNED BEEF REUBEN,490,15,52,39,1720,85,7,18
3125,Subway,6 INCH CRUNCHY CHICKEN ENCHILADA,580,26,60,26,1120,20,7,18
3126,Subway,6 INCH CUBANO,460,14,48,32,1430,70,5,18
3127,Subway,6 INCH EGG & CHEESE,370,13,44,19,880,170,4,18
3128,Subway,6 INCH EGG & CHEESE FLATBREAD,380,15,42,19,950,170,4,18
3129,Subway,6 INCH EGG SALAD,480,26,45,17,450,255,5,18
3130,Subway,6 INCH EGG WHITE & CHEESE,330,8,44,20,920,10,4,18
3131,Subway,6 INCH EGG WHITE & CHEESE FLATBREAD,340,10,43,20,980,10,4,18
3132,Subway,6 INCH FALAFEL,580,24,73,18,1050,10,13,18
3133,Subway,6 INCH ITALIAN HERO,550,29,47,26,1470,75,5,18
3134,Subway,6 INCH ITALIAN HERO SUPREME,570,27,54,29,1660,90,5,18
3135,Subway,6 INCH MALIBU GARDEN VEGAN PATTY,380,10,64,13,780,0,9,18
3136,Subway,6 INCH MEATBALL MARINARA,480,18,60,21,1000,40,8,18
3137,Subway,6 INCH MEDITERRANEAN CHICKEN,490,20,46,30,930,70,5,18
3138,Subway,6 INCH MEDITERRANEAN STEAK,520,22,49,29,1270,60,5,18
3139,Subway,6 INCH MEGA MELT,590,29,45,35,1830,215,4,18
3140,Subway,6 INCH MEGA MELT FLATBREAD,600,31,44,34,1890,215,4,18
3141,Subway,6 INCH MEGA MELT FLATBREAD WITH EGG WHIÉ,560,26,45,36,1930,55,4,18
3142,Subway,6 INCH MEGA MELT WITH EGG WHITE,550,24,46,36,1860,55,4,18
3143,Subway,6 INCH ORCHARD CHICKEN SALAD,370,8,54,20,530,40,6,18
3144,Subway,6 INCH OVEN ROASTED CHICKEN,320,5,46,23,610,45,5,18
3145,Subway,6 INCH PASTRAMI,420,17,46,20,980,50,5,18
3146,Subway,"6 INCH PASTRAMI MELT, BIG HOT",580,28,47,29,1470,85,5,18
3147,Subway,6 INCH PEPPERONI,390,17,45,16,1080,30,5,18
3148,Subway,6 INCH PIZZA SUB MELT,490,24,49,20,1640,55,5,18
3149,Subway,6 INCH ROAST BEEF,320,5,45,25,660,45,5,18
3150,Subway,6 INCH ROTISSERIE-STYLE CHICKEN,350,6,45,29,660,55,5,18
3151,Subway,"6 INCH SAUSAGE, EGG & CHEESE",510,24,45,29,1400,205,4,18
3152,Subway,"6 INCH SAUSAGE, EGG & CHEESE FLATBREAD",520,26,44,29,1470,205,4,18
3153,Subway,"6 INCH SAUSAGE, EGG WHITE & CHEESE",470,18,45,30,1440,45,4,18
3154,Subway,"6 INCH SAUSAGE, EGG WHITE & CHEESE FLATÉ",480,21,44,30,1500,45,4,18
3155,Subway,6 INCH SEA SALT & PEPPER FISH,600,19,74,21,1130,40,7,18
3156,Subway,6 INCH SPICY ITALIAN,480,24,46,20,1490,50,5,18
3157,Subway,6 INCH STEAK & CHEESE,380,10,49,26,1030,50,5,18
3158,Subway,"6 INCH STEAK, EGG & CHEESE",440,15,46,28,1210,195,4,18
3159,Subway,"6 INCH STEAK, EGG & CHEESE FLATBREAD",450,18,45,28,1280,195,4,18
3160,Subway,"6 INCH STEAK, EGG WHITE & CHEESE",400,10,46,29,1250,35,4,18
3161,Subway,"6 INCH STEAK, EGG WHITE & CHEESE FLATBRÉ",410,12,45,29,1320,35,4,18
3162,Subway,6 INCH SUBWAY CLUB,310,4,46,23,840,40,5,18
3163,Subway,6 INCH SUBWAY MELT,410,13,48,26,1410,40,5,18
3164,Subway,6 INCH SUBWAY SEAFOOD SENSATIONTM,420,19,51,13,780,15,5,18
3165,Subway,6 INCH SUNRISE SUBWAY MELT,510,20,48,34,1810,205,5,18
3166,Subway,6 INCH SUNRISE SUBWAY MELT FLATBREAD,530,22,47,34,1880,205,4,18
3167,Subway,6 INCH SUNRISE SUBWAY MELT FLATBREAD WIÉ,490,17,47,35,1910,40,4,18
3168,Subway,6 INCH SUNRISE SUBWAY MELT WITH EGG WHIÉ,470,15,48,36,1850,40,5,18
3169,Subway,6 INCH SWEET ONION CHICKEN TERIYAKI,370,4,58,25,770,50,5,18
3170,Subway,6 INCH TUNA,480,25,44,20,580,40,5,18
3171,Subway,6 INCH TURKEY & BACON,360,9,47,23,1190,30,5,18
3172,Subway,6 INCH TURKEY & BACON AVOCADO,420,14,50,24,1190,30,7,18
3173,Subway,6 INCH TURKEY & BACON GUACAMOLE,440,15,50,24,1280,30,7,18
3174,Subway,6 INCH TURKEY BREAST,280,3,46,18,760,20,5,18
3175,Subway,6 INCH TURKEY BREAST & BLACK FOREST HAM,280,4,46,18,780,20,5,18
3176,Subway,6 INCH TURKEY ITALIANO MELT,480,23,48,22,1560,50,5,18
3177,Subway,6 INCH VEGGIE DELITE,230,2,44,8,280,0,5,18
3178,Subway,6 INCH VEGGIE PATTY,390,10,52,21,800,0,8,18
3179,Subway,6-INCH PIZZA SUB MELT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3180,Subway,6-INCH ROTISSERIE-STYLE CHICKEN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3181,Subway,6-INCH SUB B.L.T.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3182,Subway,6-INCH SUB B.L.T. SANDWICH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3183,Subway,"6-INCH SUB BACON, EGG & CHEESE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3184,Subway,6-INCH SUB BLACK FOREST HAM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3185,Subway,"6-INCH SUB BLACK FOREST HAM, EGG & CHEEÉ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3186,Subway,6-INCH SUB CHICKEN & BACON RANCH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3187,Subway,6-INCH SUB CHICKEN & BACON RANCH MELT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3188,Subway,6-INCH SUB COLD CUT COMBO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3189,Subway,6-INCH SUB EGG & CHEESE OMELET,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3190,Subway,6-INCH SUB ITALIAN B.M.T.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3191,Subway,6-INCH SUB MEATBALL MARINARA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3192,Subway,6-INCH SUB OVEN ROASTED CHICKEN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3193,Subway,6-INCH SUB PIZZA SUB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3194,Subway,6-INCH SUB ROAST BEEF,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3195,Subway,6-INCH SUB ROTISSERIE-STYLE CHICKEN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3196,Subway,6-INCH SUB SPICY ITALIAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3197,Subway,6-INCH SUB STEAK & CHEESE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3198,Subway,"6-INCH SUB STEAK, EGG & CHEESE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3199,Subway,6-INCH SUB SUBWAY CLUB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3200,Subway,6-INCH SUB SUBWAY MELT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3201,Subway,6-INCH SUB SWEET ONION CHICKEN TERIYAKI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3202,Subway,6-INCH SUB TUNA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3203,Subway,6-INCH SUB TURKEY & BACON GUACAMOLE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3204,Subway,6-INCH SUB TURKEY BREAST,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3205,Subway,6-INCH SUB TURKEY BREAST & BLACK FORESTÉ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3206,Subway,6-INCH SUB TURKEY ITALIANO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3207,Subway,6-INCH SUB TURKEY ITALIANO MELT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3208,Subway,6-INCH SUB VEGGIE DELITE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3209,Subway,6-INCH SUB VEGGIE PATTY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3210,Subway,6-INCH. SUB COLD CUT COMBO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3211,Subway,6-INCH. SUB STEAK & CHEESE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3212,Subway,6-INCH. SUB VEGGIE DELITE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3213,Subway,9-GRAIN HONEY OAT BREAD,230,2,43,8,280,0,4,18
3214,Subway,9-GRAIN WHEAT BREAD,210,2,40,8,270,0,4,18
3215,Subway,ALL-AMERICAN CLUB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3216,Subway,ALL-AMERICAN CLUB 6 INCH REGULAR SUB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3217,Subway,ALL-AMERICAN CLUB FOOTLONG PRO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3218,Subway,ALL-AMERICAN CLUB FOOTLONG REGULAR SUB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3219,Subway,ALL-AMERICAN CLUBª,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3220,Subway,ALL-AMERICAN CLUBª 6 INCH REGULAR SUB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3221,Subway,ALL-AMERICAN CLUBª FOOTLONG PRO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3222,Subway,ALL-AMERICAN CLUBª FOOTLONG REGULAR SUB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3223,Subway,AMERICAN CHEESE,40,3,1,2,200,10,0,18
3224,Subway,AMERICAN CLUB 6 INCH REGULAR SUB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3225,Subway,AMERICAN CLUB FOOTLONG REGULAR SUB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3226,Subway,APPLE CINNAMON PECAN MUFFIN,480,25,57,6,380,65,2,18
3227,Subway,APPLE SAUCE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3228,Subway,APPLE SLICES,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3229,Subway,APPLE SLICES,35,0,9,0,0,0,2,18
3230,Subway,APPLES SLICES,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3231,Subway,APPLESAUCE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3232,Subway,ARTISAN FLATBREAD,230,4,39,7,340,0,4,18
3233,Subway,AVOCADO,60,5,3,1,0,0,2,18
3234,Subway,B.L.T.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3235,Subway,B.L.T. - 12 INCH SUB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3236,Subway,B.L.T. - 12 INCH SUB COMBO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3237,Subway,B.L.T. - 6 INCH SUB COMBO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3238,Subway,B.L.T. - CHOPPED SALAD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3239,Subway,B.L.T. - CHOPPED SALAD COMBO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3240,Subway,B.L.T. 6 INCH REGULAR SUB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3241,Subway,B.L.T. FOOTLONG PRO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3242,Subway,B.L.T. FOOTLONG REGULAR SUB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3243,Subway,B.L.T. SALAD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3244,Subway,BACON,80,5,1,6,420,10,0,18
3245,Subway,BACON EGG & CHEESE BREAKFAST SUB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3246,Subway,BACON EGG & CHEESE BREAKFAST SUB (FOOTLÉ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3247,Subway,BACON PIZZA,840,31,98,37,2060,70,4,18
3248,Subway,"BACON, EGG & CHEESE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3249,Subway,"BACON, EGG & CHEESE - 12 INCH BREAKFASTÉ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3250,Subway,"BACON, EGG & CHEESE - 12 INCH BREAKFASTÉ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3251,Subway,"BACON, EGG & CHEESE - 6 INCH BREAKFAST É",NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3252,Subway,"BACON, EGG & CHEESE - 6 INCH BREAKFAST É",NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3253,Subway,"BACON, EGG & CHEESE 6 INCH WITH REGULARÉ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3254,Subway,"BACON, EGG & CHEESE BREAKFAST SUB (6)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3255,Subway,"BACON, EGG & CHEESE FOOTLONG WITH REGULÉ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3256,Subway,"BACON, EGG & CHEESE WRAP",NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3257,Subway,BAGEL,290,1,56,11,560,0,2,18
3258,Subway,BAKED LAY'S ORIGINAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3259,Subway,BAKED LAYÕS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3260,Subway,BAKED LAYS PLAIN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3261,Subway,BANANA BREAD MUFFIN,460,25,53,6,330,40,2,18
3262,Subway,BANANA PEPPERS,0,0,0,0,60,0,0,18
3263,Subway,BARBECUE SAUCE,35,0,9,0,170,0,0,18
3264,Subway,BBQ PULLED PORK,200,6,18,15,700,45,0,18
3265,Subway,BBQ RIB PATTY,260,22,4,12,470,45,0,18
3266,Subway,BEEF CHILI WITH BEANS SOUP,360,22,20,21,800,70,5,18
3267,Subway,BIG HOT PASTRAMI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3268,Subway,BIG HOT PASTRAMI 6 INCH REGULAR SUB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3269,Subway,BIG HOT PASTRAMI FOOTLONG REGULAR SUB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3270,Subway,BIG HOT PASTRAMI MELT SALAD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3271,Subway,BIG PHILLY CHEESESTEAK - 12 INCH SUB COÉ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3272,Subway,BIG PHILLY CHEESESTEAK - 6 INCH SUB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3273,Subway,BIG PHILLY CHEESESTEAK - 6 INCH SUB COMÉ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3274,Subway,BIG PHILLY CHEESESTEAK - CHOPPED SALAD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3275,Subway,BIG PHILLY CHEESESTEAK - CHOPPED SALAD É,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3276,Subway,BISCUITS,210,10,27,4,620,0,1,18
3277,Subway,BLACK BEAN SOUP,210,1,39,12,860,0,15,18
3278,Subway,BLACK FOREST HAM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3279,Subway,BLACK FOREST HAM - 12 INCH SUB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3280,Subway,BLACK FOREST HAM - 12 INCH SUB COMBO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3281,Subway,BLACK FOREST HAM - 6 INCH SUB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3282,Subway,BLACK FOREST HAM - 6 INCH SUB COMBO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3283,Subway,BLACK FOREST HAM - CHOPPED SALAD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3284,Subway,BLACK FOREST HAM - CHOPPED SALAD COMBO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3285,Subway,BLACK FOREST HAM 6 INCH REGULAR SUB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3286,Subway,BLACK FOREST HAM CHOPPED SALAD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3287,Subway,BLACK FOREST HAM FOOTLONG PRO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3288,Subway,BLACK FOREST HAM FOOTLONG REGULAR SUB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3289,Subway,BLACK FOREST HAM MINI FOR KIDS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3290,Subway,BLACK FOREST HAM ON TOMATO BASIL WRAP,430,12,57,27,1780,50,4,18
3291,Subway,BLACK FOREST HAM SALAD,110,3,13,12,600,25,4,18
3292,Subway,BLACK FOREST HAM SUB (6),NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3293,Subway,BLACK FOREST HAM SUB (FOOTLONG),NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
3294,Pizza Hut,$17 DINNER BOX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19
3295,Pizza Hut,1.5 OZ BLUE CHEESE MARZETTI DRESSING PAÉ,200,21,2,1,430,25,0,19
3296,Pizza Hut,1.5 OZ BUTTERMILK RANCH MARZETTI DRESSIÉ,200,22,2,0,320,10,0,19
3297,Pizza Hut,1.5 OZ FAT FREE RANCH MARZETTI DRESSINGÉ,35,0,8,0,480,0,1,19
3298,Pizza Hut,1.5 OZ HONEY FRENCH MARZETTI DRESSING PÉ,190,15,13,0,290,0,0,19
3299,Pizza Hut,1.5 OZ LIGHT ITALIAN MARZETTI DRESSING É,15,1,2,0,720,0,0,19
3300,Pizza Hut,1.5 OZ MARZETTI ROYAL CAESAR DRESSING PÉ,180,18,2,1,400,10,0,19
3301,Pizza Hut,1.5 OZ MARZETTI THOUSAND ISLAND DRESSINÉ,210,21,6,0,310,20,0,19
3302,Pizza Hut,16 OZ FOUNTAIN - BRISK LEMON ICED TEA,110,0,29,0,55,0,0,19
3303,Pizza Hut,16 OZ FOUNTAIN - COCA-COLA,200,0,53,0,50,0,0,19
3304,Pizza Hut,16 OZ FOUNTAIN - COCA-COLA ZERO,0,0,0,0,55,0,0,19
3305,Pizza Hut,16 OZ FOUNTAIN - DIET DR. PEPPER,0,0,0,0,95,0,0,19
3306,Pizza Hut,16 OZ FOUNTAIN - DIET MTN DEW,5,0,1,0,75,0,0,19
3307,Pizza Hut,16 OZ FOUNTAIN - DIET PEPSI,0,0,0,0,75,0,0,19
3308,Pizza Hut,16 OZ FOUNTAIN - DR. PEPPER,190,0,52,0,60,0,0,19
3309,Pizza Hut,16 OZ FOUNTAIN - MTN DEW,220,0,59,0,70,0,0,19
3310,Pizza Hut,16 OZ FOUNTAIN - MTN DEW CODE RED,230,0,62,0,65,0,0,19
3311,Pizza Hut,16 OZ FOUNTAIN - MUG ROOT BEER,190,0,52,0,60,0,0,19
3312,Pizza Hut,16 OZ FOUNTAIN - PEPSI,200,0,55,0,45,0,0,19
3313,Pizza Hut,16 OZ FOUNTAIN - SPRITE,190,0,51,0,90,0,0,19
3314,Pizza Hut,16 OZ FOUNTAIN - SPRITE ZERO,0,0,0,0,60,0,0,19
3315,Pizza Hut,16 OZ FOUNTAIN - TROPICANA LEMONADE,210,0,54,0,210,0,0,19
3316,Pizza Hut,16 OZ FOUNTAIN - TROPICANA PINK LEMONADÉ,210,0,54,0,210,0,0,19
3317,Pizza Hut,18 HAND TOSSED CRUST,230,3,43,8,260,0,2,19
3318,Pizza Hut,22 OZ FOUNTAIN - BRISK LEMON ICED TEA,150,0,40,0,75,0,0,19
3319,Pizza Hut,22 OZ FOUNTAIN - COCA-COLA,270,0,73,0,65,0,0,19
3320,Pizza Hut,22 OZ FOUNTAIN - COCA-COLA ZERO,0,0,0,0,75,0,0,19
3321,Pizza Hut,22 OZ FOUNTAIN - DIET DR. PEPPER,0,0,0,0,130,0,0,19
3322,Pizza Hut,22 OZ FOUNTAIN - DIET MTN DEW,10,0,1,0,100,0,0,19
3323,Pizza Hut,22 OZ FOUNTAIN - DIET PEPSI,0,0,0,0,105,0,0,19
3324,Pizza Hut,22 OZ FOUNTAIN - DR. PEPPER,260,0,72,0,80,0,0,19
3325,Pizza Hut,22 OZ FOUNTAIN - MTN DEW,300,0,80,0,95,0,0,19
3326,Pizza Hut,22 OZ FOUNTAIN - MTN DEW CODE RED,320,0,85,0,90,0,0,19
3327,Pizza Hut,22 OZ FOUNTAIN - MUG ROOT BEER,260,0,72,0,80,0,0,19
3328,Pizza Hut,22 OZ FOUNTAIN - PEPSI,280,0,76,0,60,0,0,19
3329,Pizza Hut,22 OZ FOUNTAIN - SPRITE,260,0,71,0,125,0,0,19
3330,Pizza Hut,22 OZ FOUNTAIN - SPRITE ZERO,5,0,0,0,80,0,0,19
3331,Pizza Hut,22 OZ FOUNTAIN - TROPICANA LEMONADE,280,0,74,0,290,0,0,19
3332,Pizza Hut,22 OZ FOUNTAIN - TROPICANA PINK LEMONADÉ,280,0,74,0,290,0,0,19
3333,Pizza Hut,32 OZ FOUNTAIN - BRISK LEMON ICED TEA,220,0,58,0,110,0,0,19
3334,Pizza Hut,32 OZ FOUNTAIN - COCA-COLA,390,0,0,0,105,0,107,19
3335,Pizza Hut,32 OZ FOUNTAIN - COCA-COLA ZERO,0,0,0,0,105,0,0,19
3336,Pizza Hut,32 OZ FOUNTAIN - DIET DR. PEPPER,0,0,0,0,190,0,0,19
3337,Pizza Hut,32 OZ FOUNTAIN - DIET MTN DEW,15,0,1,0,150,0,0,19
3338,Pizza Hut,32 OZ FOUNTAIN - DIET PEPSI,0,0,0,0,150,0,0,19
3339,Pizza Hut,32 OZ FOUNTAIN - DR. PEPPER,380,0,104,0,115,0,0,19
3340,Pizza Hut,32 OZ FOUNTAIN - MTN DEW,430,0,117,0,135,0,0,19
3341,Pizza Hut,32 OZ FOUNTAIN - MTN DEW CODE RED,460,0,123,0,130,0,0,19
3342,Pizza Hut,32 OZ FOUNTAIN - MUG ROOT BEER,380,0,104,0,120,0,0,19
3343,Pizza Hut,32 OZ FOUNTAIN - PEPSI,410,0,110,0,85,0,0,19
3344,Pizza Hut,32 OZ FOUNTAIN - SPRITE,380,0,103,0,180,0,0,19
3345,Pizza Hut,32 OZ FOUNTAIN - SPRITE ZERO,10,0,0,0,120,0,0,19
3346,Pizza Hut,32 OZ FOUNTAIN - TROPICANA LEMONADE,410,0,107,0,410,0,0,19
3347,Pizza Hut,32 OZ FOUNTAIN - TROPICANA PINK LEMONADÉ,410,0,107,0,410,0,0,19
3348,Pizza Hut,"ALFREDO PASTA (BUFFET, NO CHICKEN)",2250,139,181,69,3420,120,14,19
3349,Pizza Hut,AMERICAN CHICKEN CLUB LOCAL SPECIALTY -É,370,18,35,15,600,40,3,19
3350,Pizza Hut,AMERICAN CHICKEN CLUB LOCAL SPECIALTY -É,440,25,38,17,720,45,2,19
3351,Pizza Hut,AMERICAN CHICKEN CLUB LOCAL SPECIALTY -É,410,22,37,16,760,50,3,19
3352,Pizza Hut,AMERICAN CHICKEN CLUB LOCAL SPECIALTY -É,350,18,31,14,670,40,2,19
3353,Pizza Hut,AMERICAN CHICKEN CLUB LOCAL SPECIALTY -É,260,12,26,10,430,25,2,19
3354,Pizza Hut,AMERICAN CHICKEN CLUB LOCAL SPECIALTY -É,300,15,29,11,490,30,2,19
3355,Pizza Hut,AMERICAN CHICKEN CLUB LOCAL SPECIALTY -É,250,12,23,10,480,30,2,19
3356,Pizza Hut,AMERICAN CHICKEN CLUB LOCAL SPECIALTY -É,180,9,18,8,340,20,1,19
3357,Pizza Hut,AMERICAN CHICKEN CLUB LOCAL SPECIALTY -É,300,15,30,11,510,25,2,19
3358,Pizza Hut,AMERICAN CHICKEN CLUB LOCAL SPECIALTY -É,160,7,17,7,270,15,1,19
3359,Pizza Hut,AMERICAN CHICKEN CLUB LOCAL SPECIALTY -É,140,6,14,6,290,15,1,19
3360,Pizza Hut,APPLE DESSERT PIZZA,250,4,50,4,190,5,2,19
3361,Pizza Hut,APPLE FRUIT SHOOT (SMALL BOTTLE),NULL,NULL,NULL,NULL,NULL,NULL,NULL,19
3362,Pizza Hut,APPLE PIES,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19
3363,Pizza Hut,APPLEWOOD SMOKED BACON,60,5,0,3,115,10,0,19
3364,Pizza Hut,AQUAFINA - BOTTLE (18 - 20 FL OZ.),NULL,NULL,NULL,NULL,NULL,NULL,NULL,19
3365,Pizza Hut,BACKYARD BBQ CHICKEN - 18 SLICE,420,13,57,19,720,40,3,19
3366,Pizza Hut,BACKYARD BBQ CHICKEN - BIG NEW YORKER SÉ,380,10,55,17,630,30,3,19
3367,Pizza Hut,BACKYARD BBQ CHICKEN - HEART SHAPE PIZZÉ,1530,51,195,73,2830,180,11,19
3368,Pizza Hut,BACKYARD BBQ CHICKEN - LARGE HAND TOSSEÉ,300,10,40,14,530,30,2,19
3369,Pizza Hut,BACKYARD BBQ CHICKEN - LARGE ORIGINAL PÉ,380,16,43,16,650,35,2,19
3370,Pizza Hut,BACKYARD BBQ CHICKEN - LARGE ORIGINAL SÉ,340,13,41,16,670,45,2,19
